order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_zip_code_prefix,seller_city,seller_state
e9e17d3f50c94ed095960540ab67270f,5c38a435f3613cd83e32cc50043f326a,delivered,9/6/2018 20:47,9/6/2018 20:59,11/6/2018 12:12,14/6/2018 15:32,28/6/2018 0:00,1,59c1840441f4df065f52760bf51a8442,cab85505710c7cb9b720bceb52b01cee,12/6/2018 20:59,64.9,12.89,1,credit_card,1,77.79,2713c509bf4e739430f674a3cb4302ad,5,Boa,Boa,15/6/2018 0:00,16/6/2018 0:54,fashion_bolsas_e_acessorios,46,418,4,150,16,5,11,e163b4cb13b379df91ac9b7d2fa2ceb4,14920,nova europa,SP,2252,sao paulo,SP
1f08dc147747506f2e887f9df6cf2edf,9abe5a31882081fa6d5617beb9947268,delivered,12/5/2018 14:44,13/5/2018 14:53,14/5/2018 12:52,17/5/2018 12:18,13/6/2018 0:00,1,59c1840441f4df065f52760bf51a8442,cab85505710c7cb9b720bceb52b01cee,16/5/2018 14:53,64.9,15.33,1,credit_card,4,80.23,4a7304c228ab978612663ecc48cdf10e,5,Silvan,Muito bom não tive nem um problemão até hoje nem a minha esposa.. ,18/5/2018 0:00,23/5/2018 14:25,fashion_bolsas_e_acessorios,46,418,4,150,16,5,11,cc1f2fad1a0d4332f0c1e7c1d486081e,20931,rio de janeiro,RJ,2252,sao paulo,SP
d66d818e0e5486b4382bdaad63390b53,4a007c816f10c17d6b5591756a5f6047,delivered,20/7/2018 0:04,21/7/2018 3:23,23/7/2018 14:52,31/7/2018 15:07,16/8/2018 0:00,1,183c95ad186f48c320bbac4643829d3f,cab85505710c7cb9b720bceb52b01cee,24/7/2018 3:23,49.9,37.26,1,boleto,1,87.16,7bd303edd3865abe8addb98d2a2e6577,5,Muito bom. ,Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. ,1/8/2018 0:00,1/8/2018 18:52,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20,4e221a359739341e00227caff0f9c026,68501,maraba,PA,2252,sao paulo,SP
f7ba0ab952e0165fed5ffae1ffff6627,ae1a0576d2d6b806f8ac488e766b7b4a,delivered,30/4/2018 11:39,30/4/2018 11:55,30/4/2018 14:12,3/5/2018 17:06,18/5/2018 0:00,2,183c95ad186f48c320bbac4643829d3f,cab85505710c7cb9b720bceb52b01cee,7/5/2018 11:55,49.9,0.97,1,credit_card,8,148.77,,,,,,,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20,d35add94591c282fe5555e6d24be10a1,4663,sao paulo,SP,2252,sao paulo,SP
2ccc4454c10457bb1cd9fb7465167f2f,75913254f909c2b5c2a0bd9713c483e4,delivered,16/8/2018 14:43,16/8/2018 15:04,17/8/2018 14:14,18/8/2018 17:25,22/8/2018 0:00,1,183c95ad186f48c320bbac4643829d3f,cab85505710c7cb9b720bceb52b01cee,21/8/2018 15:04,49.9,7.61,1,credit_card,1,57.51,e077eafb7da6179e3512f9a4ba9498eb,2,Não recebi o produto,"Não sei se receberei o produto, mas já fiquei chateado por não cumprirem o prazo",19/8/2018 0:00,24/8/2018 0:38,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20,c7dedcce1d764b080f1ca6061b669351,4272,sao paulo,SP,2252,sao paulo,SP
d8da851ab137ba5e72352b665d2ea6e8,cba7ef1db31a62fea445eea562f921ee,delivered,21/5/2018 23:50,22/5/2018 3:15,23/5/2018 12:55,24/5/2018 20:31,29/5/2018 0:00,1,183c95ad186f48c320bbac4643829d3f,cab85505710c7cb9b720bceb52b01cee,24/5/2018 3:15,49.9,7.39,1,credit_card,3,57.29,d83d39d316cfdb2d4a4ab1b2ef16f01a,5,Boa qualidade,Produto chegou antes do prazo.,25/5/2018 0:00,27/5/2018 23:55,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20,2e39ad1c1c235e2128c551b1ae4646dd,7417,aruja,SP,2252,sao paulo,SP
fdb987001ececccfd2e9320c8115d125,354e7ab465a3fe3f1cab183fa4df7bbf,delivered,11/6/2018 8:33,11/6/2018 8:58,11/6/2018 12:10,15/6/2018 14:58,11/7/2018 0:00,1,9fe172fa8e662ca8572cf12abf8bce23,cab85505710c7cb9b720bceb52b01cee,15/6/2018 8:58,49.9,18.23,1,credit_card,6,68.13,34d1565d7fb9db16317362fe054f2312,5,EXCELENTE,entregou em tempo record,16/6/2018 0:00,18/6/2018 11:23,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20,05080e528ffd17731221b7eb05e9c026,39400,montes claros,MG,2252,sao paulo,SP
3a572776650593b33c1a7bb4e7f8f650,326d8a01743aa13fc9b17fe87f13d784,delivered,3/8/2018 15:31,3/8/2018 15:45,7/8/2018 14:48,9/8/2018 15:36,17/8/2018 0:00,1,9fe172fa8e662ca8572cf12abf8bce23,cab85505710c7cb9b720bceb52b01cee,7/8/2018 15:45,49.9,15.45,1,debit_card,1,65.35,d08b5a8b52f56acf9d172b407f544e4d,4,Atenção,"No computador ela parece maior, para quem que uma carteira mais compacta, vai gostar.
Eu gostei, mas achei que seria maior.",10/8/2018 0:00,10/8/2018 19:41,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20,552e9107c35b874bbdf2abb8515f4d84,30431,belo horizonte,MG,2252,sao paulo,SP
ba772856bdab971f8c7eae9e03cf8706,c4c4d26a00f19c91e319f41dd10170e9,delivered,12/8/2018 20:58,13/8/2018 20:55,14/8/2018 15:47,17/8/2018 20:28,23/8/2018 0:00,1,9fe172fa8e662ca8572cf12abf8bce23,cab85505710c7cb9b720bceb52b01cee,16/8/2018 20:55,49.9,13.01,1,credit_card,1,62.91,c560ca004d0256192e91584285d0d72e,4,E um otimo protudo,Indicaria esse produto sim porque naao se arrepente,18/8/2018 0:00,21/8/2018 2:36,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20,1fcc793560d2d5f8b2ecf1229b215305,13580,ribeirao bonito,SP,2252,sao paulo,SP
a8bb77ab67213461d5c632d41df4fafd,2721ef590caf4432f4b543b9048f9cdf,delivered,18/7/2018 10:31,18/7/2018 10:42,20/7/2018 14:41,1/8/2018 16:12,6/8/2018 0:00,1,9fe172fa8e662ca8572cf12abf8bce23,cab85505710c7cb9b720bceb52b01cee,20/7/2018 10:42,49.9,23.07,1,credit_card,4,72.97,8704f8a35b430c33adee97dab6264fa5,5,🔟 ,Otimo,2/8/2018 0:00,2/8/2018 19:41,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20,0dd66eaf9387137eadd32af6228c7d23,49025,aracaju,SE,2252,sao paulo,SP
55b8090225e782a06895d20d302d5630,223811124c361fc5d4ace04e579229c8,delivered,23/5/2018 8:22,23/5/2018 9:36,25/5/2018 13:23,28/5/2018 21:17,1/6/2018 0:00,1,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,25/5/2018 9:30,49.9,7.39,1,debit_card,1,57.29,3a2abb81c059c78ad23c8dd8a1f115fd,5,Ótimo,"Loja excelente. Muito Bom, Obrigada",29/5/2018 0:00,31/5/2018 10:29,fashion_bolsas_e_acessorios,50,411,5,150,16,5,20,905b36c57906227b872b352c1d6eafb6,5353,sao paulo,SP,2252,sao paulo,SP
54130db48a3d7ee5636ba18659ab73a8,4785460c1de43d63bbe6adfec5f2be27,delivered,22/6/2018 18:51,22/6/2018 19:19,25/6/2018 12:38,27/6/2018 15:12,13/7/2018 0:00,1,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,28/6/2018 19:19,49.9,7.61,1,credit_card,1,3.08,c08238edcefdc61ba416f72361207883,5,Tudo ok,Boa compra,28/6/2018 0:00,28/6/2018 21:33,fashion_bolsas_e_acessorios,50,411,5,150,16,5,20,233a7eee7867ab099ac4d976ef85fef3,13456,santa barbara d'oeste,SP,2252,sao paulo,SP
54130db48a3d7ee5636ba18659ab73a8,4785460c1de43d63bbe6adfec5f2be27,delivered,22/6/2018 18:51,22/6/2018 19:19,25/6/2018 12:38,27/6/2018 15:12,13/7/2018 0:00,1,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,28/6/2018 19:19,49.9,7.61,2,voucher,1,111.94,c08238edcefdc61ba416f72361207883,5,Tudo ok,Boa compra,28/6/2018 0:00,28/6/2018 21:33,fashion_bolsas_e_acessorios,50,411,5,150,16,5,20,233a7eee7867ab099ac4d976ef85fef3,13456,santa barbara d'oeste,SP,2252,sao paulo,SP
54130db48a3d7ee5636ba18659ab73a8,4785460c1de43d63bbe6adfec5f2be27,delivered,22/6/2018 18:51,22/6/2018 19:19,25/6/2018 12:38,27/6/2018 15:12,13/7/2018 0:00,2,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,28/6/2018 19:19,49.9,7.61,1,credit_card,1,3.08,c08238edcefdc61ba416f72361207883,5,Tudo ok,Boa compra,28/6/2018 0:00,28/6/2018 21:33,fashion_bolsas_e_acessorios,50,411,5,150,16,5,20,233a7eee7867ab099ac4d976ef85fef3,13456,santa barbara d'oeste,SP,2252,sao paulo,SP
54130db48a3d7ee5636ba18659ab73a8,4785460c1de43d63bbe6adfec5f2be27,delivered,22/6/2018 18:51,22/6/2018 19:19,25/6/2018 12:38,27/6/2018 15:12,13/7/2018 0:00,2,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,28/6/2018 19:19,49.9,7.61,2,voucher,1,111.94,c08238edcefdc61ba416f72361207883,5,Tudo ok,Boa compra,28/6/2018 0:00,28/6/2018 21:33,fashion_bolsas_e_acessorios,50,411,5,150,16,5,20,233a7eee7867ab099ac4d976ef85fef3,13456,santa barbara d'oeste,SP,2252,sao paulo,SP
83d8eb18982d706a86805eb80e12e88f,d63d781b1d1e990ae4c7f665e5ed9b0c,delivered,30/3/2018 21:44,31/3/2018 21:47,3/4/2018 17:58,5/5/2018 14:32,25/4/2018 0:00,1,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,4/4/2018 21:47,49.9,22.85,1,credit_card,4,72.75,c89e318fa70de6cfca1f4c76e463c10d,2,Ruim,Não recomendo a referida loja,27/4/2018 0:00,30/4/2018 23:28,fashion_bolsas_e_acessorios,50,411,5,150,16,5,20,879b9e62fd3dcbd0d67a3fcbbb06e661,58033,joao pessoa,PB,2252,sao paulo,SP
80abbc325d8a084990586d706a61d534,6f4184a789e441d13698cb3e51a2f4d6,delivered,3/6/2018 10:59,3/6/2018 11:10,4/6/2018 15:12,6/6/2018 17:52,28/6/2018 0:00,1,30f2abe62a0f5fb21e4361e83e19f3d8,cab85505710c7cb9b720bceb52b01cee,11/6/2018 11:10,79.9,7.42,1,credit_card,2,87.32,68c01a16e38a71b1c8c75e5729cf9f76,5,Recomendo ,Entregue antes do prazo e produto de ótima qualidade por isso recomendo.,7/6/2018 0:00,8/6/2018 1:35,fashion_bolsas_e_acessorios,33,484,3,150,16,13,11,1c118e601bf769b901be570ebeb68301,11030,santos,SP,2252,sao paulo,SP
2d2fa725a6a15bb11defd40be0a0f79e,757c2dd6ddfe021260303dea1b58b33f,delivered,15/5/2018 7:55,15/5/2018 8:12,17/5/2018 12:37,21/5/2018 18:29,30/5/2018 0:00,1,30f2abe62a0f5fb21e4361e83e19f3d8,cab85505710c7cb9b720bceb52b01cee,18/5/2018 8:12,79.9,13,1,credit_card,3,92.9,690c96085b47b0743417019ca378b5e7,5,Gostei do bolso externo,O bolso externo de zíper é ideal para moedas.,22/5/2018 0:00,23/5/2018 2:23,fashion_bolsas_e_acessorios,33,484,3,150,16,13,11,670938c07220d50e8f258eef5f3e6872,18401,itapeva,SP,2252,sao paulo,SP
