Order_ID,InvoiceDate,customer_id,product_id,product_category,UnitPrice,product_qty,payment_type,customer_state,status,review_score
40c5e18f7d112b59b3e5113a59a905b3,16/8/2018 0:00,c77154776ead8e798c2d684205938f71,f48eb5c2fde13ca63664f0bb05f55346,sports_leisure,151.04,2,credit_card,RS,delivered,N
734e7d1bbaeb2ff82521ca0fe6fb6f79,16/1/2018 0:00,38cad70d154a4dcc42b598d5c01f7ef1,60184212dae4e6b0da32bf54271a8c4a,watches_gifts,386.33,2,credit_card,RJ,delivered,Y
66e4624ae69e7dc89bd50222b59f581f,20/9/2017 0:00,9d9ab3b77f0416765b3fbedf94a942a4,9ecadb84c81da840dbf3564378b586e9,furniture_decor,50.25,1,credit_card,SP,delivered,Y
a685d016c8a26f71a0bb67821070e398,16/7/2018 0:00,7cfba6e55439cae3fd2479d62fafe67f,595fac2a385ac33a80bd5114aec74eb8,perfumery,128.68,1,credit_card,RJ,delivered,N
2edfd6d1f0b4cd0db4bf37b1b224d855,5/7/2018 0:00,f7603d34c795584792a484186233e6e5,278b3c6462e86b4556b99989513ddf73,small_appliances,43.46,3,credit_card,SP,delivered,Y
68873cf91053cd11e6b49a766db5af1a,2/4/2018 0:00,ddf60e20e6e262e2136801ce5cd628b0,b37b72d5a56f887725c2862184b8cab8,telephony,91.68,1,credit_card,SE,delivered,Y
f346ad4ee8f630e5e4ddaf862a34e6dd,2/4/2018 0:00,ddf60e20e6e262e2136801ce5cd628b0,b37b72d5a56f887725c2862184b8cab8,telephony,91.68,1,credit_card,SE,delivered,N
8f06cc6465925031568537b815f1198d,30/3/2017 0:00,51838d41add414a0b1b989b7d251d9ee,ebd7c847c1e1cb69ec374ae0ebee1f4c,furniture_decor,99.26,3,boleto,SP,delivered,Y
ccbabeb0b02433bd0fcbac46e70339f2,6/7/2017 0:00,c63e44efa43f3947087aee96b388d949,30469bb5ea377eae7121981e2f0778e4,sports_leisure,141.15,4,boleto,SP,delivered,N
688052146432ef8253587b930b01a06d,18/12/2017 0:00,6da92ae920ab16fc4eceb8fcd7bd43ce,15a9e834e89eab39d973492882c658d6,bed_bath_table,91.66,6,boleto,SP,delivered,N
f271576bed568e896f99eb710cd3a6f8,15/8/2018 0:00,da45a9a1df408c39f013b9b0b505042c,4ce99ff9dcb7821acd8e599d5d4a6531,sports_leisure,53.66,2,credit_card,DF,delivered,N
686541986ecfb7d9296eb67719973bf0,5/12/2017 0:00,bf0303939d54b8df5da4762bbaab1955,12087840651e83b48206b82c213b76fd,sports_leisure,317.34,1,credit_card,RJ,delivered,Y
68e48e68da1f50f7c5838ea75e3a20dd,13/3/2018 0:00,9c9cef121cb812cb301babddc2d8331e,89321f94e35fc6d7903d36f74e351d40,food,43,1,boleto,MG,delivered,N
b52cc4919de82b4d696a4380d10804a3,15/5/2018 0:00,0e764fc1a13e47e900c3d59a989753e8,d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,346.09,1,credit_card,MG,delivered,Y
fdf128b3630c21adc9ca4fb8a51b68ec,15/5/2018 0:00,0e764fc1a13e47e900c3d59a989753e8,db56f6d2b04c89eae4daba188842fd7b,luggage_accessories,346.09,3,credit_card,MG,shipped,N
a6aeb116d2cb5013eb8a94585b71ffef,14/2/2018 0:00,6a0e43f0d7e1b5539e4c58a26ebe35da,d457916b4fdc60154ed93b5dd3e6fd69,construction_tools_construction,824.76,1,credit_card,BA,delivered,N
fa516182d28f96f5f5c651026b0749ee,14/2/2018 0:00,6a0e43f0d7e1b5539e4c58a26ebe35da,d457916b4fdc60154ed93b5dd3e6fd69,construction_tools_construction,824.76,1,credit_card,BA,delivered,Y
6abaad69b8b349c3a529b4b91ce18e46,12/3/2018 0:00,5d710d9a48ebb7fe5ffc2940ff29f346,3014e35fd70fce29095ced5cdc89f4ce,telephony,39.99,1,credit_card,MG,delivered,Y
974c1993ab8024d3ed16229183c2308d,13/7/2018 0:00,a464f750556546a0989d9326ec003ccf,a659cb33082b851fb87a33af8f0fff29,auto,392.6,1,credit_card,SP,delivered,Y
82bce245b1c9148f8d19a55b9ff70644,13/7/2018 0:00,a464f750556546a0989d9326ec003ccf,a659cb33082b851fb87a33af8f0fff29,auto,392.6,1,credit_card,SP,delivered,N
a910f58086d58b3ae6f37aa712d377b9,13/7/2018 0:00,a464f750556546a0989d9326ec003ccf,a659cb33082b851fb87a33af8f0fff29,auto,392.6,1,credit_card,SP,delivered,Y
bd4bd0194d6d29f83b8557d4b89b572a,13/7/2018 0:00,a464f750556546a0989d9326ec003ccf,a659cb33082b851fb87a33af8f0fff29,auto,392.6,1,credit_card,SP,delivered,N
634e8f4c0f6744a626f77f39770ac6aa,26/6/2018 0:00,c86a25b8f5f6c203bb3471553bdc3200,7564c1759c04fc0a38f2aa84f7a370ee,construction_tools_construction,55.02,3,boleto,SP,delivered,Y
6d25592267349b322799e2beb687871e,2/8/2018 0:00,3c0402bcc3ec3b33fc4430eb6c08720a,89321f94e35fc6d7903d36f74e351d40,food,46.2,1,debit_card,SC,delivered,N
b8801cccd8068de30112e4f49903d74a,25/9/2017 0:00,31b8fa2573bde01af4737e8ed29c348b,163e6400e6dadd0fe04775c5e9331fda,baby,59.34,1,credit_card,SP,delivered,N
2711a938db643b3f0b62ee2c8a2784aa,8/5/2018 0:00,7f2eb9cf900070f2e7a7f0e95719f85b,e932008cf0ea7c93a077dd8d7e5f49eb,air_conditioning,209.41,4,credit_card,SP,delivered,N
3bc77ce8be27211bac313c2daa402d1a,7/3/2018 0:00,fa0ee7ceb94193fb02aa78ce3a55695a,3dd6c9d499e7c311a29e08afe1fd8fc6,cool_stuff,57,4,credit_card,SP,delivered,Y
10c320f977c6a18f91b2d14be13128c6,21/3/2017 0:00,32de2a7a93dbfc527b3f584744b9c6ce,5e2ba75ad255ff60b1c76c5bf526ae9b,health_beauty,84.56,2,boleto,MG,delivered,N
0a4a2fccb27bd83a892fa503987a595b,12/5/2017 0:00,f9effeed3df9ae063a58c0759b96f8b2,a5a0e71a81ae65aa335e71c06261e260,housewares,267.8,3,boleto,PR,delivered,N
e4de6d53ecff736bc68804b0b6e9f635,12/5/2017 0:00,f9effeed3df9ae063a58c0759b96f8b2,a5a0e71a81ae65aa335e71c06261e260,housewares,267.8,3,boleto,PR,delivered,N
6b860b35691d486e45dc98e3514ec5f6,12/5/2017 0:00,f9effeed3df9ae063a58c0759b96f8b2,a5a0e71a81ae65aa335e71c06261e260,housewares,267.8,3,boleto,PR,delivered,Y
ec341c54a5ebf8ee0a67a8632aa7579b,12/5/2017 0:00,f9effeed3df9ae063a58c0759b96f8b2,a5a0e71a81ae65aa335e71c06261e260,housewares,267.8,3,boleto,PR,delivered,Y
cadbb3657dac2dbbd5b84b12e7b78aad,12/5/2017 0:00,f9effeed3df9ae063a58c0759b96f8b2,a5a0e71a81ae65aa335e71c06261e260,housewares,267.8,3,boleto,PR,delivered,Y
9defaf92cff22420e4e8ef7784815a55,11/10/2017 0:00,a7e7b19ff34ab885f7b7331de2417cf3,75d6b6963340c6063f7f4cfcccfe6a30,perfumery,145.66,2,credit_card,MT,delivered,Y
20e0101b20700188cadb288126949685,11/10/2017 0:00,a7e7b19ff34ab885f7b7331de2417cf3,75d6b6963340c6063f7f4cfcccfe6a30,perfumery,145.66,2,credit_card,MT,delivered,Y
0e782c3705510e717d28907746cbda82,8/8/2018 0:00,65e5aaf9f721945f29cdba45c206cb83,7f457254a89d62960399e075711b3deb,auto,37.83,6,boleto,SP,delivered,Y
d3d6788577c9592da441752e8a1dd5e3,31/8/2017 0:00,5229b8e4d7d2b9b676c2083c17b1ecd0,69d980b4120a76616d7b237d731d6156,watches_gifts,227.2,3,voucher,RS,delivered,N
86f21bf63784876b9fd6d35f46581d72,31/8/2017 0:00,5229b8e4d7d2b9b676c2083c17b1ecd0,69d980b4120a76616d7b237d731d6156,watches_gifts,7.08,3,credit_card,RS,delivered,Y
8447ff843b2616c50c0ced28ab1dae03,30/8/2018 0:00,a71cac9f356cfeb9db35061020806212,c3ba4e8d3cb30049213b682e751e9d00,watches_gifts,201.82,3,boleto,SP,delivered,Y
f169bd689fb8b32ccd62df9050aebc0b,30/8/2018 0:00,a71cac9f356cfeb9db35061020806212,c3ba4e8d3cb30049213b682e751e9d00,watches_gifts,201.82,3,boleto,SP,delivered,Y
77e9941864fc840be8e4b1ba5347c0f7,16/8/2017 0:00,bb4d84a2b45b22ed710ac8c0dec63d1a,154e7e31ebfa092203795c972e5804a6,health_beauty,27.77,1,credit_card,SP,delivered,Y
41bb5cee06dbf170878a9ef93ac7e7f5,19/1/2018 0:00,2ae3c67452283d5a0d30b32e0d33296e,ad1128daf194f4b6ac4256e16233497c,telephony,59.1,2,boleto,DF,delivered,N
6a0a8bfbbe700284feb0845d95e0867f,27/4/2017 0:00,c756e1910755edd88c00ac3f46baba4b,f497ba62f1d6b4f6a3a3266fa8623ad3,health_beauty,66.98,1,credit_card,MG,delivered,N
f7959f8385f34c4f645327465a1c9fc4,1/6/2017 0:00,04e495a3f45df8b41be2e934bbc16961,b3be1f83cef05668c25e134852d44545,bed_bath_table,132.26,1,credit_card,RS,delivered,Y
23f553848a03aaab35bb3f9f87725125,25/5/2017 0:00,c7a9a76a4b24a7e7b2caff982409b7ee,f7d7b5c58704fb359a74580622800051,bed_bath_table,63.34,1,credit_card,PB,delivered,N
e3447938231fb6ba2fee0231b51eca59,21/11/2017 0:00,e3bcfea9bab07b492391664fc1ffc28a,90b58782fdd04cb829667fcc41fb65f5,office_furniture,231.12,1,boleto,BA,delivered,N
e346cd9299371b18c0b28e8e29a5e376,3/1/2018 0:00,4754e3b66497719a91b36268ed9c5718,c827fb43ad0fb8708f34c2911fdc164b,sports_leisure,574.36,1,boleto,SP,delivered,N
a5474c0071dd5d1074e12d417078bbd0,21/9/2017 0:00,410979f3cfd34e467d4fad78bd0f0219,22f5b63060a1185e5ec7721efd622321,bed_bath_table,29.92,2,credit_card,SC,delivered,Y
0760a852e4e9d89eb77bf631eaaf1c84,29/3/2018 0:00,cd148470c375939669971e8a032b16b4,9d2ff462feaaf88912539b8647e17ab4,computers_accessories,409.79,1,boleto,SP,delivered,Y
bb7c5cf4dff9994daeab7c8ee9d287aa,5/6/2018 0:00,b11b7871c2b8be2d11fab954f58542f2,cf944645d4ff2a3eed3ae17f641ea861,fashion_underwear_beach,62.69,1,credit_card,SP,delivered,Y
66d03fb3c4b0f80b5db04ef9c260336d,19/2/2018 0:00,42f80af2e6c585667e4eb416859ae153,64d0feb1bcf9c7fe7b5dad3271c10910,furniture_decor,105.56,7,credit_card,MG,delivered,N
a6cd683d4bd3b9b1f0aa37b27f8116d3,16/5/2018 0:00,adeefbe14d26d3bf90facfeaae35d605,79da264732f717f10ebf5d102aa6c32a,telephony,37.38,5,credit_card,SP,delivered,N
bfe42c22ecbf90bc9f35cf591270b6a7,13/10/2017 0:00,7973a6ba9c81ecaeb3d628c33c7c7c48,7c1bd920dbdf22470b68bde975dd3ccf,health_beauty,76.65,2,credit_card,PR,delivered,N
e1da8361c76cab67aa3588a1fbf1af54,21/5/2018 0:00,bb7ef994cc22b1fc694ac59fb377b824,5526b1ae9ab2688cf600783cece249df,computers_accessories,120.84,1,credit_card,MG,delivered,N
af5b0604e113e1526593d505a26ef39d,22/1/2018 0:00,b6aa1d5781553afaa244c3e42246d93c,7a10781637204d8d10485c71a6108a2e,watches_gifts,238.69,1,boleto,SC,delivered,Y
9d531c565e28c3e0d756192f84d8731f,7/5/2018 0:00,4a8c8f751984985cd49f74249da95aae,20a8603c265d777e25da064113d556f5,telephony,772.08,3,credit_card,SP,delivered,Y
4da3bd761ca73d692ae0f5c252495546,27/8/2018 0:00,00b2ca23369b68c4d4105ecea9c0cb93,a01d1cbb398e386a4a8f8364401a7584,sports_leisure,103.27,2,credit_card,CE,delivered,Y
80d817467dc3d0a4bb5ab8986c962b1f,8/6/2018 0:00,ca73adc05ad5d0d880de79b5ea3253b3,43ee88561093499d9e571d4db5f20b79,furniture_decor,23.69,3,credit_card,SP,delivered,N
c75acba615d2db29345327974641467d,11/12/2017 0:00,781ae350edb16842380e81d7c7feb431,f8a8f05a35976a91aed5cccc3992c357,furniture_decor,101.74,1,credit_card,RJ,processing,N
210e60465099814a1d2c7635e4065153,26/4/2017 0:00,5ddb4fdd9cef2450d17ae20639815885,c1234c80dafde7ef3311b3eabd5069ed,bed_bath_table,22.03,1,voucher,SP,delivered,N
8fc207e94fa91a7649c5a5dab690272a,26/4/2017 0:00,5ddb4fdd9cef2450d17ae20639815885,c1234c80dafde7ef3311b3eabd5069ed,bed_bath_table,6.83,1,credit_card,SP,delivered,Y
4b3a605942f29d490cb74bd6ace6b9f0,23/7/2018 0:00,439ced9aafa171a1ac88efa951c7db0a,cac9e5692471a0700418aa3400b9b2b1,baby,117.77,1,credit_card,PR,delivered,Y
1c35ac660d7ef6691b25d20df3d6eccb,30/8/2018 0:00,08de4d9507128e2ad419e26cc4f22b65,97f1396a5a1f7c07ba51784efdec44b8,housewares,172.14,8,credit_card,SP,delivered,N
01a75ac3dd000b7628a684be97c29234,6/6/2017 0:00,4f262a3ca91e56d568fd13240c3c3652,f9a7825fa51f487b8a48f67e9efced8c,sports_leisure,42.59,2,credit_card,SP,delivered,N
0c6b011f8a4f87010c23995f5807d152,2/8/2018 0:00,0c8761c28faa9b9930e4a9bb545905da,1f75be631e988bb0ad750e60e18d043b,health_beauty,21.38,2,boleto,SP,delivered,Y
ee0c5c649e17808bc4a363d3a80ebf85,26/3/2018 0:00,97f104e8e54ef4147d17fc1536a1482c,af0a99476d96dcc1a1baa7c0d9ff6b9d,health_beauty,554.4,3,credit_card,RS,delivered,N
f2fa3795760c35b8c05fa8e2f09d5143,7/3/2018 0:00,8e4404700874036dbb2c606039875e1a,a0b7d5a992ccda646f2d34e418fff5a0,furniture_decor,96.01,2,credit_card,SP,delivered,Y
3923e3ade70348985bd2ca389905cf19,10/3/2017 0:00,169381f51e4c3e926ef199364aeced22,721b56b7d205d6750e97716593bcb370,health_beauty,609.9,1,credit_card,BA,delivered,N
e37797aedc7cd4ef82278fbc169eecaf,25/7/2017 0:00,a8ee33e35637322a81a8c26592f6ce36,e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,253.4,2,boleto,MG,delivered,Y
35660aec0cc42b6257e24281ee0e6255,16/10/2017 0:00,3d8614b1f25530eca12661dc8b10a2fb,978859c6048ded0fa8bf3b9ea8236387,housewares,28.62,1,voucher,SP,delivered,N
b01875821b8dcb6abc61776f0f971bce,22/12/2017 0:00,efc37ae565ee0943cca2b89fc65c4d6f,807b2de93dbb064bbc82dc6ac963bc61,furniture_decor,40.09,1,credit_card,RJ,delivered,Y
5164933efe0cd14f31424b9badf81f19,19/2/2018 0:00,e3c0567a8b991a9d812ee91f2650db40,4d8f78374f31cd4b4932c1f2a42c4674,perfumery,26.44,2,credit_card,RJ,delivered,Y
06a6627d9cc91a04e9d146bf65fee0a2,5/9/2018 0:00,337bf0efbf9e5ba67461d2e5b4e5c2b1,425db55cb3b0f5b18a2d9964da31c3c0,stationery,132.88,2,credit_card,DF,delivered,N
15bed8e2fec7fdbadb186b57c46c92f2,5/9/2018 0:00,337bf0efbf9e5ba67461d2e5b4e5c2b1,425db55cb3b0f5b18a2d9964da31c3c0,stationery,132.88,2,credit_card,DF,delivered,Y
5447160f15621601fa9ba2b94f4906b3,10/8/2018 0:00,8279be4e9b2fbb615ace365178b785a0,4005df5f887f3c2529f363671fc8f4a5,health_beauty,111.89,1,credit_card,RJ,delivered,N
01855f880aae9a984c7c33b26fcf2e02,29/5/2018 0:00,5bbc03d010ac4dbcfdfa2018349c8f6e,b69eb25e3a4def8e9cddee18712e0c5e,cool_stuff,231.79,5,credit_card,RJ,delivered,Y
65312c6e4ce03c0fb633a4ac541949d8,19/12/2017 0:00,7d185d821a11c769636247766f1fd45e,f2e53dd1670f3c376518263b3f71424d,bed_bath_table,135.51,2,credit_card,RJ,shipped,N
741fd1b80f015f170a7f458cf86769b8,17/10/2017 0:00,0a5df23b922b9998bb7378f1ac03c98a,ffd4bf4306745865e5692f69bd237893,fashion_bags_accessories,38.1,5,credit_card,RS,delivered,N
b16cec67cb3f5a4bb31abe8988b43d19,10/7/2017 0:00,2df79c0c80c225d537833abb01a1a8ca,42a2c92a0979a949ca4ea89ec5c7b934,housewares,74.03,1,credit_card,SP,delivered,N
